T2M,RH2M,PS,datetime,is_anomaly,anomaly_type,hour,month,T2M_diff,RH2M_diff,PS_diff,T2M_roll_mean,RH2M_roll_mean,PS_roll_mean,T2M_roll_std,RH2M_roll_std,PS_roll_std,T2M_roll_dev,RH2M_roll_dev,PS_roll_dev
19.39,43.44,988.6,2025-11-28 14:00:00,0,normal,14,11,-3.620000000000001,13.869999999999997,0.0,25.696737858319207,38.11166666666667,992.3666666666667,10.696680941613998,9.625377741505323,3.1734313710343933,-6.306737858319206,5.328333333333326,-3.7666666666666515
17.06,40.32,988.9,2025-11-28 15:00:00,0,normal,15,11,-2.330000000000002,-3.1199999999999974,0.2999999999999545,25.546737858319208,35.778333333333336,991.25,10.832322410068999,5.877745883131223,2.9811071768719795,-8.48673785831921,4.541666666666664,-2.3500000000000227
15.68,43.17,989.4,2025-11-28 16:00:00,0,normal,16,11,-1.379999999999999,2.8500000000000014,0.5,24.418404524985874,36.51666666666667,990.2833333333333,11.548332848627032,6.562528984062933,2.3086070836466335,-8.738404524985874,6.653333333333329,-0.8833333333333258
14.64,45.23,990.0,2025-11-28 17:00:00,0,normal,17,11,-1.0399999999999991,2.059999999999995,0.6000000000000227,22.793404524985874,38.550000000000004,989.5833333333334,12.219595706492218,7.13151596787103,1.2998717885478976,-8.153404524985874,6.679999999999993,0.41666666666662877
13.9,47.08,990.6,2025-11-28 18:00:00,0,normal,18,11,-0.7400000000000002,1.8500000000000014,0.6000000000000227,17.28,41.468333333333334,989.3499999999999,3.414305200183479,6.25000933332633,0.8142481194303224,-3.380000000000001,5.611666666666665,1.2500000000001137
13.38,48.31,991.0,2025-11-28 19:00:00,0,normal,19,11,-0.5199999999999996,1.230000000000004,0.39999999999997726,15.674999999999999,44.59166666666667,989.75,2.245366339820725,2.898961308238924,0.9502631214544031,-2.294999999999998,3.7183333333333337,1.25
12.86,49.67,991.2,2025-11-28 20:00:00,0,normal,20,11,-0.5200000000000014,1.3599999999999994,0.20000000000004547,14.586666666666666,45.629999999999995,990.1833333333334,1.5636197321172973,3.464511509578182,0.9130534851055684,-1.7266666666666666,4.040000000000006,1.0166666666666515
12.29,51.33,991.1,2025-11-28 21:00:00,0,normal,21,11,-0.5700000000000003,1.6599999999999966,-0.10000000000002274,13.791666666666666,47.465,990.5500000000001,1.2320457242596787,2.970008417496446,0.7148426400244401,-1.501666666666667,3.864999999999995,0.5499999999999545
11.66,53.5,990.8,2025-11-28 22:00:00,0,normal,22,11,-0.629999999999999,2.1700000000000017,-0.3000000000000682,13.121666666666668,49.18666666666667,990.7833333333333,1.0839265042734882,2.9763781121803836,0.4400757510520055,-1.4616666666666678,4.313333333333333,0.01666666666665151
11.12,55.44,990.6,2025-11-28 23:00:00,0,normal,23,11,-0.5400000000000009,1.9399999999999977,-0.1999999999999318,12.534999999999998,50.88833333333333,990.8833333333333,1.049833320103657,3.173927640427,0.2562550812453677,-1.4149999999999991,4.551666666666669,-0.283333333333303
10.91,56.2,990.3,2025-11-29 00:00:00,0,normal,0,11,-0.20999999999999908,0.7600000000000051,-0.3000000000000682,12.036666666666667,52.40833333333333,990.8333333333334,0.9796053627183373,3.1691350029095564,0.33862466930814183,-1.126666666666667,3.7916666666666714,-0.5333333333334167
11.0,55.74,990.3,2025-11-29 01:00:00,0,normal,1,11,0.08999999999999986,-0.46000000000000085,0.0,11.64,53.64666666666667,990.7166666666667,0.7904682156797019,2.657816146137014,0.3868677637952902,-0.6400000000000006,2.0933333333333337,-0.41666666666674246
11.15,54.83,990.3,2025-11-29 02:00:00,0,normal,2,11,0.15000000000000036,-0.9100000000000037,0.0,11.354999999999999,54.50666666666666,990.5666666666666,0.5269819731260714,1.8148682229480604,0.3326659986591043,-0.2049999999999983,0.3233333333333377,-0.2666666666666515
11.38,53.66,990.5,2025-11-29 03:00:00,0,normal,3,11,0.23000000000000043,-1.1700000000000017,0.20000000000004547,11.203333333333333,54.895,990.4666666666667,0.2745663247131959,1.1126140390989157,0.2065591117907609,0.17666666666666764,-1.2350000000000065,0.03333333333330302
22.17,27.68,990.2,2025-11-29 04:00:00,1,temperature_frozen,4,11,10.790000000000001,-25.979999999999997,-0.2999999999999545,12.955,50.59166666666667,990.3666666666667,4.5172148498826,11.258664959339827,0.15055453053210266,9.215000000000002,-22.91166666666667,-0.16666666666662877
22.17,27.77,989.8,2025-11-29 05:00:00,1,temperature_frozen,5,11,0.0,0.08999999999999986,-0.40000000000009095,14.796666666666667,45.98,990.2333333333332,5.713575646358993,14.166898037326295,0.23380903888360471,7.373333333333335,-18.209999999999997,-0.4333333333332803
22.17,30.88,989.9,2025-11-29 06:00:00,1,temperature_frozen,6,11,0.0,3.1099999999999994,0.10000000000002274,16.673333333333336,41.76,990.1666666666666,6.0225133180979045,14.284370479653608,0.2658320271593559,5.496666666666666,-10.879999999999999,-0.2666666666666515
22.17,46.57,990.0,2025-11-29 07:00:00,1,temperature_frozen,7,11,0.0,15.690000000000001,0.10000000000002274,18.535,40.23166666666666,990.1166666666667,5.631787460478245,12.91431053779744,0.2639444385919904,3.6350000000000016,6.338333333333338,-0.11666666666667425
22.17,51.52,990.5,2025-11-29 08:00:00,1,temperature_frozen,8,11,0.0,4.950000000000003,0.5,20.371666666666666,39.68,990.15,4.404999054105088,12.217906530989643,0.3016620625749577,1.7983333333333356,11.840000000000003,0.35000000000002274
22.17,52.48,990.8,2025-11-29 09:00:00,1,temperature_frozen,9,11,0.0,0.9599999999999937,0.2999999999999545,22.17,39.483333333333334,990.1999999999999,0.0,11.95452829126545,0.3847076812294982,0.0,12.996666666666663,0.6000000000000227
11.79,46.83,995.2,2025-11-29 10:00:00,0,normal,10,11,-10.380000000000003,-5.649999999999999,4.400000000000091,20.44,42.675000000000004,991.0333333333333,4.237617255014899,10.65915709613099,2.077177572251302,-8.650000000000002,4.154999999999994,4.1666666666667425
15.08,40.69,995.7,2025-11-29 11:00:00,0,normal,11,11,3.290000000000001,-6.140000000000001,0.5,19.258333333333336,44.82833333333334,992.0166666666668,4.62916155115229,8.025562700936705,2.6843372863080956,-4.178333333333336,-4.1383333333333425,3.6833333333332803
19.31,30.7,995.5,2025-11-29 12:00:00,0,normal,12,11,4.229999999999999,-9.989999999999998,-0.20000000000004547,18.781666666666666,44.79833333333334,992.9500000000002,4.411514101379103,8.08822209553289,2.773265223522144,0.5283333333333324,-14.09833333333334,2.549999999999841
22.29,23.94,994.8,2025-11-29 13:00:00,0,normal,13,11,2.9800000000000004,-6.759999999999998,-0.7000000000000455,18.801666666666666,41.026666666666664,993.75,4.430180207019424,11.607541801202622,2.4221890925353833,3.4883333333333333,-17.086666666666662,1.0499999999999545
23.96,21.4,993.7,2025-11-29 14:00:00,0,normal,14,11,1.6700000000000017,-2.5400000000000027,-1.099999999999909,19.099999999999998,36.00666666666666,994.2833333333334,4.751025152532872,12.629875164334202,1.8476110701833455,4.860000000000003,-14.606666666666662,-0.5833333333333712
24.73,19.81,992.8,2025-11-29 15:00:00,0,normal,15,11,0.7699999999999996,-1.5899999999999999,-0.900000000000091,19.526666666666667,30.561666666666664,994.6166666666667,5.177662278158615,11.051170827865507,1.1373946837681441,5.203333333333333,-10.751666666666665,-1.8166666666667197
23.84,22.39,992.3,2025-11-29 16:00:00,0,normal,16,11,-0.8900000000000006,2.580000000000002,-0.5,21.535,26.488333333333333,994.1333333333333,3.70376430135612,7.914633072143353,1.4207978978954252,2.3049999999999997,-4.098333333333333,-1.8333333333333712
21.69,34.84,992.2,2025-11-29 17:00:00,0,normal,17,11,-2.1499999999999986,12.450000000000003,-0.09999999999990905,22.636666666666667,25.513333333333335,993.5500000000001,1.983145649382983,5.925644831296025,1.3663820841906849,-0.9466666666666654,9.326666666666668,-1.3500000000000227
17.84,44.87,992.1,2025-11-29 18:00:00,0,normal,18,11,-3.8500000000000014,10.029999999999994,-0.10000000000002274,22.391666666666666,27.875,992.9833333333332,2.4998193268047695,9.898288235851627,1.0684880283203464,-4.551666666666666,16.994999999999997,-0.8833333333332121
15.55,46.98,992.5,2025-11-29 19:00:00,0,normal,19,11,-2.289999999999999,2.1099999999999994,0.39999999999997726,21.268333333333334,31.715000000000003,992.6,3.75425847094558,12.25498878008458,0.5932958789653605,-5.718333333333334,15.264999999999993,-0.10000000000002274
14.74,47.63,993.1,2025-11-29 20:00:00,0,normal,20,11,-0.8100000000000005,0.6500000000000057,0.6000000000000227,19.73166666666667,36.086666666666666,992.5,4.282015491175462,12.515134304779385,0.3847076812298778,-4.991666666666669,11.543333333333337,0.6000000000000227
14.35,47.8,993.4,2025-11-29 21:00:00,0,normal,21,11,-0.39000000000000057,0.1699999999999946,0.2999999999999545,18.00166666666667,40.751666666666665,992.6,3.9420777093642676,10.245407589094054,0.5291502622103267,-3.651666666666669,7.048333333333332,0.7999999999999545
13.96,47.84,993.7,2025-11-29 22:00:00,0,normal,22,11,-0.3899999999999988,0.04000000000000625,0.3000000000000682,16.355,44.99333333333334,992.8333333333334,2.955664053981772,5.09872794593576,0.6623191577056388,-2.3949999999999996,2.846666666666664,0.8666666666666742
13.68,47.82,993.9,2025-11-29 23:00:00,0,normal,23,11,-0.28000000000000114,-0.020000000000003126,0.1999999999999318,15.020000000000001,47.156666666666666,993.1166666666668,1.5283847683093288,1.1666133321141274,0.6997618642537575,-1.3400000000000016,0.663333333333334,0.7833333333331893
13.27,48.7,994.0,2025-11-30 00:00:00,0,normal,0,11,-0.41000000000000014,0.8800000000000026,0.10000000000002274,14.258333333333333,47.794999999999995,993.4333333333334,0.8135211531771176,0.5501181691234992,0.5645056834646384,-0.9883333333333333,0.9050000000000082,0.566666666666606
12.68,50.5,993.7,2025-11-30 01:00:00,0,normal,1,11,-0.5899999999999999,1.7999999999999972,-0.2999999999999545,13.780000000000001,48.38166666666666,993.6333333333333,0.7428324171708985,1.1046160720659843,0.33266599865907676,-1.1000000000000014,2.1183333333333394,0.06666666666671972
12.35,52.03,993.4,2025-11-30 02:00:00,0,normal,2,11,-0.33000000000000007,1.5300000000000011,-0.3000000000000682,13.381666666666666,49.115,993.6833333333334,0.765543380003136,1.7674586275214068,0.24832774042348435,-1.0316666666666663,2.914999999999999,-0.2833333333334167
12.03,54.03,993.2,2025-11-30 03:00:00,0,normal,3,11,-0.3200000000000003,2.0,-0.1999999999999318,12.995,50.153333333333336,993.65,0.7645325369138707,2.513114933039587,0.3016620625752677,-0.9649999999999999,3.876666666666665,-0.4499999999999318
11.74,55.86,992.9,2025-11-30 04:00:00,0,normal,4,11,-0.28999999999999915,1.8299999999999983,-0.3000000000000682,12.624999999999998,51.49,993.5166666666668,0.7409385939468657,3.1007482967825624,0.42622372841486145,-0.884999999999998,4.369999999999997,-0.6166666666667879
11.42,57.27,992.6,2025-11-30 05:00:00,0,normal,5,11,-0.3200000000000003,1.4100000000000037,-0.2999999999999545,12.248333333333333,53.065000000000005,993.3000000000001,0.6682339909542352,3.2597223808171214,0.5138093031439502,-0.8283333333333331,4.204999999999998,-0.7000000000000455
,58.03,990.4,2025-11-30 06:00:00,1,communication_error,6,11,,0.759999999999998,-2.2000000000000455,12.044,54.620000000000005,992.6999999999999,0.49500505047923304,2.97384599466753,1.1899579824504438,,3.4099999999999966,-2.2999999999999545
15.16,41.92,994.7,2025-11-30 07:00:00,0,normal,7,11,,-16.11,4.300000000000068,12.54,53.190000000000005,992.8666666666667,1.5045763523330902,5.937423683720073,1.4080719678567963,2.620000000000001,-11.270000000000003,1.8333333333333712
19.39,31.71,994.3,2025-11-30 08:00:00,0,normal,8,11,4.23,-10.21,-0.40000000000009095,13.948000000000002,49.803333333333335,993.0166666666668,3.392236725230116,10.653569667799925,1.51975875278414,5.441999999999998,-18.093333333333334,1.2833333333331893
22.57,24.61,993.5,2025-11-30 09:00:00,0,normal,9,11,3.1799999999999997,-7.100000000000001,-0.7999999999999545,16.056,44.9,993.0666666666667,4.859807609360677,14.422732057415466,1.5318833724092644,6.513999999999999,-20.29,0.4333333333332803
23.79,23.0,992.6,2025-11-30 10:00:00,0,normal,10,11,1.2199999999999989,-1.6099999999999994,-0.8999999999999773,18.466,39.42333333333333,993.0166666666665,5.1627831641470205,15.617945660894913,1.5432649372884755,5.323999999999998,-16.423333333333332,-0.4166666666665151
24.3,22.45,992.0,2025-11-30 11:00:00,0,normal,11,11,0.5100000000000016,-0.5500000000000007,-0.6000000000000227,21.042,33.62,992.9166666666666,3.8022322390932293,14.050762256902622,1.594260539141596,3.257999999999999,-11.169999999999998,-0.9166666666666288
23.95,23.29,991.8,2025-11-30 12:00:00,0,normal,12,11,-0.3500000000000014,0.8399999999999999,-0.20000000000004547,21.526666666666667,27.830000000000002,993.15,3.602080880083982,7.705008760540057,1.2078907235330765,2.423333333333332,-4.540000000000003,-1.3500000000000227
22.29,35.16,991.7,2025-11-30 13:00:00,0,normal,13,11,-1.6600000000000001,11.869999999999997,-0.09999999999990905,22.715000000000003,26.70333333333333,992.65,1.8138550107436722,5.374389887853842,1.0483320084769596,-0.42500000000000426,8.456666666666667,-0.9499999999999318
18.8,44.27,991.8,2025-11-30 14:00:00,0,normal,14,11,-3.4899999999999984,9.110000000000007,0.09999999999990905,22.616666666666664,28.796666666666667,992.2333333333332,2.032925642188271,8.962690816192744,0.700476028614943,-3.816666666666663,15.473333333333336,-0.4333333333332803
17.5,40.06,992.2,2025-11-30 15:00:00,0,normal,15,11,-1.3000000000000007,-4.210000000000001,0.40000000000009095,21.771666666666665,31.371666666666666,992.0166666666665,2.9174606538335004,9.7077276778176,0.3371448748894596,-4.271666666666665,8.688333333333336,0.18333333333350765
16.88,40.45,992.8,2025-11-30 16:00:00,0,normal,16,11,-0.620000000000001,0.39000000000000057,0.599999999999909,20.62,34.28,992.0500000000001,3.3001393909954677,9.303556309282992,0.4086563348310415,-3.740000000000002,6.170000000000002,0.7499999999998863
15.97,42.45,993.2,2025-11-30 17:00:00,0,normal,17,11,-0.9099999999999984,2.0,0.40000000000009095,19.231666666666666,37.61333333333334,992.25,3.1928007558672684,7.6539419037948155,0.61886993786865,-3.261666666666665,4.836666666666666,0.9500000000000455
14.95,44.77,993.5,2025-11-30 18:00:00,0,normal,18,11,-1.0200000000000014,2.3200000000000003,0.2999999999999545,17.731666666666666,41.193333333333335,992.5333333333333,2.589976190366738,3.5235133981108127,0.7474400756342962,-2.7816666666666663,3.576666666666668,0.966666666666697
14.06,46.63,993.5,2025-11-30 19:00:00,0,normal,19,11,-0.8899999999999988,1.8599999999999994,0.0,16.36,43.105,992.8333333333334,1.7293813922902996,2.5808971308441997,0.7061633427644468,-2.299999999999999,3.5250000000000057,0.6666666666666288
13.23,48.38,993.3,2025-11-30 20:00:00,0,normal,20,11,-0.8300000000000001,1.75,-0.20000000000004547,15.431666666666667,43.79,993.0833333333334,1.650835142183071,3.375150367020683,0.5036533199178423,-2.201666666666666,4.590000000000003,0.2166666666665833
12.36,50.43,993.0,2025-11-30 21:00:00,0,normal,21,11,-0.870000000000001,2.049999999999997,-0.2999999999999545,14.575000000000001,45.51833333333334,993.2166666666667,1.6958861990121668,3.720539835382305,0.27868739954348537,-2.2150000000000016,4.911666666666662,-0.21666666666669698
25.34,30.82,977.8,2025-11-30 22:00:00,1,multivariate_inconsistency,22,11,12.98,-19.61,-15.200000000000045,15.985,43.913333333333334,990.7166666666667,4.754445288359088,6.987258880753349,6.330692431848526,9.355,-13.093333333333334,-12.916666666666742
9.59,57.37,991.9,2025-11-30 23:00:00,0,normal,23,11,-15.75,26.549999999999997,14.100000000000023,14.921666666666667,46.400000000000006,990.5,5.424674798240591,8.785765760592525,6.2504399845128855,-5.331666666666667,10.969999999999992,1.3999999999999773
9.05,58.66,991.8,2025-12-01 00:00:00,0,normal,0,11,-0.5399999999999991,1.2899999999999991,-0.10000000000002274,13.938333333333334,48.715,990.2166666666667,5.92974676243991,10.014427092949454,6.124513586127799,-4.888333333333334,9.944999999999993,1.5833333333332575
8.49,59.95,992.1,2025-12-01 01:00:00,0,normal,1,11,-0.5600000000000005,1.2900000000000063,0.3000000000000682,13.01,50.935,989.9833333333335,6.32942651430601,10.897259747294278,5.999805552404505,-4.52,9.015,2.1166666666665606
8.06,60.58,992.6,2025-12-01 02:00:00,0,normal,2,11,-0.4299999999999997,0.6299999999999955,0.5,12.148333333333333,52.968333333333334,989.8666666666667,6.637883447806733,11.449390231216112,5.928799766113209,-4.088333333333333,7.611666666666665,2.7333333333333485
9.52,58.78,993.2,2025-12-01 03:00:00,0,normal,3,11,1.459999999999999,-1.7999999999999972,0.6000000000000227,11.674999999999999,54.36000000000001,989.9,6.7205141172383485,11.585806834226105,5.950462166924302,-2.1549999999999994,4.419999999999995,3.300000000000068
12.71,44.99,993.7,2025-12-01 04:00:00,0,normal,4,11,3.1900000000000013,-13.79,0.5,9.57,56.72166666666667,992.5500000000001,1.6479927184304972,5.854145255002394,0.7661592523734759,3.1400000000000006,-11.73166666666667,1.1499999999999773
15.28,40.1,994.0,2025-12-01 05:00:00,0,normal,5,11,2.5699999999999985,-4.890000000000001,0.2999999999999545,10.518333333333333,53.843333333333334,992.9000000000001,2.8561191618464736,8.916341551705324,0.880908621820395,4.761666666666667,-13.743333333333332,1.099999999999909
18.93,33.55,993.5,2025-12-01 06:00:00,0,normal,6,11,3.6500000000000004,-6.550000000000004,-0.5,12.165000000000001,49.65833333333333,993.1833333333334,4.315510398550782,11.670813881930718,0.713909424692063,6.764999999999999,-16.108333333333334,0.31666666666660603
22.69,23.72,992.6,2025-12-01 07:00:00,0,normal,7,11,3.7600000000000016,-9.829999999999998,-0.8999999999999773,14.531666666666666,43.62,993.2666666666665,5.599669335475676,14.346772459337316,0.5785038173289343,8.158333333333335,-19.9,-0.6666666666665151
24.31,20.97,991.7,2025-12-01 08:00:00,0,normal,8,11,1.6199999999999974,-2.75,-0.8999999999999773,17.24,37.01833333333334,993.1166666666668,5.770691466366916,14.092822877857579,0.8424171571520647,7.07,-16.04833333333334,-1.4166666666667425
24.83,20.46,991.1,2025-12-01 09:00:00,0,normal,9,11,0.5199999999999996,-0.509999999999998,-0.6000000000000227,19.791666666666668,30.63166666666667,992.7666666666665,5.008953649882041,10.477685654125416,1.172461797528703,5.03833333333333,-10.17166666666667,-1.666666666666515
24.5,21.64,990.7,2025-12-01 10:00:00,0,normal,10,11,-0.3299999999999983,1.1799999999999997,-0.39999999999997726,21.756666666666664,26.74,992.2666666666668,3.85484457101277,8.157541296248436,1.3246383154145602,2.743333333333336,-5.099999999999998,-1.5666666666667197
22.49,34.17,990.5,2025-12-01 11:00:00,0,normal,11,11,-2.0100000000000016,12.530000000000001,-0.20000000000004547,22.958333333333332,25.751666666666665,991.6833333333334,2.201167114661364,6.380938541207336,1.1703275894656269,-0.4683333333333337,8.418333333333337,-1.183333333333394
18.9,43.22,990.6,2025-12-01 12:00:00,0,normal,12,11,-3.59,9.049999999999997,0.10000000000002274,22.953333333333333,27.363333333333333,991.1999999999999,2.2121543044432133,9.298663703278299,0.8148619514971902,-4.053333333333335,15.856666666666666,-0.599999999999909
18.1,37.31,991.0,2025-12-01 13:00:00,0,normal,13,11,-0.7999999999999972,-5.909999999999997,0.39999999999997726,22.188333333333333,29.62833333333333,990.9333333333334,2.981351483248265,9.871237848753593,0.4412104562048543,-4.088333333333331,7.681666666666672,0.06666666666660603
18.2,34.82,991.5,2025-12-01 14:00:00,0,normal,14,11,0.09999999999999787,-2.490000000000002,0.5,21.169999999999998,31.936666666666667,990.9,3.150415845567052,9.024665460096877,0.3741657386744737,-2.969999999999999,2.883333333333333,0.6000000000000227
17.84,34.86,991.9,2025-12-01 15:00:00,0,normal,15,11,-0.35999999999999943,0.03999999999999915,0.39999999999997726,20.005,34.336666666666666,991.0333333333334,2.7991266495105154,7.06392147936723,0.5573747990934292,-2.164999999999999,0.5233333333333334,0.8666666666665606
17.66,34.63,992.1,2025-12-01 16:00:00,0,normal,16,11,-0.17999999999999972,-0.22999999999999687,0.20000000000004547,18.865,36.501666666666665,991.2666666666665,1.8260312155053535,3.471376768180866,0.6713171133409287,-1.2049999999999983,-1.8716666666666626,0.8333333333334849
16.96,36.2,992.1,2025-12-01 17:00:00,0,normal,17,11,-0.6999999999999993,1.5700000000000003,0.0,17.94333333333333,36.839999999999996,991.5333333333334,0.6424224985682115,3.29301685388933,0.6218252702040615,-0.9833333333333307,-0.6399999999999935,0.566666666666606
16.23,37.91,991.7,2025-12-01 18:00:00,0,normal,18,11,-0.7300000000000004,1.7099999999999937,-0.39999999999997726,17.498333333333335,35.955,991.7166666666667,0.7610102934038557,1.411449609443837,0.4215052391896443,-1.2683333333333344,1.9549999999999983,-0.01666666666665151
15.29,40.15,991.3,2025-12-01 19:00:00,0,normal,19,11,-0.9400000000000013,2.240000000000002,-0.40000000000009095,17.029999999999998,36.428333333333335,991.7666666666668,1.1040289851267282,2.208107032429777,0.32659863236748016,-1.7399999999999984,3.721666666666664,-0.46666666666681067
46.98042714991526,29.57,992.0,2025-12-01 20:00:00,1,temperature_spike,20,11,31.69042714991526,-10.579999999999998,0.7000000000000455,21.826737858319206,35.553333333333335,991.85,12.358814036741425,3.584269335117802,0.30822070014458297,25.153689291596052,-5.983333333333334,0.14999999999997726
